Year,Student Group,Result (%) (All Students),Count,Total,county_name,county_code,school_name,school_code
2025,Title 1,≥ 95.0,*,326,Dorchester County,09,Choptank Elementary School,0716
2025,ADA 504,*,*,381,Dorchester County,09,Hurlock Elementary School,1503
2025,Eco Disadv,74.8,285,381,Dorchester County,09,Hurlock Elementary School,1503
2025,FARMS,75.9,289,381,Dorchester County,09,Hurlock Elementary School,1503
2025,ML,7.6,29,381,Dorchester County,09,Hurlock Elementary School,1503
2025,SWD,11.8,45,381,Dorchester County,09,Hurlock Elementary School,1503
2025,Title 1,≥ 95.0,*,381,Dorchester County,09,Hurlock Elementary School,1503
2025,Homeless,*,*,381,Dorchester County,09,Hurlock Elementary School,1503
2025,ADA 504,*,*,484,Dorchester County,09,Maple Elementary School,0711
2025,Eco Disadv,80.0,387,484,Dorchester County,09,Maple Elementary School,0711
2025,FARMS,83.1,402,484,Dorchester County,09,Maple Elementary School,0711
2025,ML,19.4,94,484,Dorchester County,09,Maple Elementary School,0711
2025,SWD,8.5,41,484,Dorchester County,09,Maple Elementary School,0711
2025,Title 1,≥ 95.0,*,484,Dorchester County,09,Maple Elementary School,0711
2025,Homeless,≤ 5.0,*,484,Dorchester County,09,Maple Elementary School,0711
2025,ADA 504,*,*,393,Dorchester County,09,Sandy Hill Elementary School,0710
2025,Eco Disadv,82.2,323,393,Dorchester County,09,Sandy Hill Elementary School,0710
2025,FARMS,83.7,329,393,Dorchester County,09,Sandy Hill Elementary School,0710
2025,ML,5.9,23,393,Dorchester County,09,Sandy Hill Elementary School,0710
2025,Migrant,*,*,393,Dorchester County,09,Sandy Hill Elementary School,0710
2025,SWD,9.2,36,393,Dorchester County,09,Sandy Hill Elementary School,0710
2025,Title 1,≥ 95.0,*,393,Dorchester County,09,Sandy Hill Elementary School,0710
2025,ADA 504,*,*,186,Dorchester County,09,Vienna Elementary School,0302
2025,Eco Disadv,56.5,105,186,Dorchester County,09,Vienna Elementary School,0302
2025,FARMS,59.7,111,186,Dorchester County,09,Vienna Elementary School,0302
2025,ML,5.9,11,186,Dorchester County,09,Vienna Elementary School,0302
2025,SWD,5.4,10,186,Dorchester County,09,Vienna Elementary School,0302
2025,Homeless,*,*,186,Dorchester County,09,Vienna Elementary School,0302
2025,Military,*,*,186,Dorchester County,09,Vienna Elementary School,0302
2025,ADA 504,*,*,347,Dorchester County,09,Warwick Elementary School,0205
2025,Eco Disadv,44.4,154,347,Dorchester County,09,Warwick Elementary School,0205
2025,FARMS,47.3,164,347,Dorchester County,09,Warwick Elementary School,0205
2025,ML,*,*,347,Dorchester County,09,Warwick Elementary School,0205
2025,SWD,7.8,27,347,Dorchester County,09,Warwick Elementary School,0205
2025,Homeless,*,*,347,Dorchester County,09,Warwick Elementary School,0205
2025,Foster Care,*,*,347,Dorchester County,09,Warwick Elementary School,0205
2025,ADA 504,≤ 5.0,*,234,Dorchester County,09,South Dorchester School,0508
2025,Eco Disadv,43.6,102,234,Dorchester County,09,South Dorchester School,0508
2025,FARMS,44.4,104,234,Dorchester County,09,South Dorchester School,0508
2025,ML,*,*,234,Dorchester County,09,South Dorchester School,0508
2025,SWD,9.4,22,234,Dorchester County,09,South Dorchester School,0508
2025,Homeless,*,*,234,Dorchester County,09,South Dorchester School,0508
2025,Military,*,*,234,Dorchester County,09,South Dorchester School,0508
2025,ADA 504,≤ 5.0,*,465,Dorchester County,09,Mace's Lane Middle School,0707
2025,Eco Disadv,82.6,384,465,Dorchester County,09,Mace's Lane Middle School,0707
2025,FARMS,84.7,394,465,Dorchester County,09,Mace's Lane Middle School,0707
2025,ML,9.2,43,465,Dorchester County,09,Mace's Lane Middle School,0707
2025,Migrant,*,*,465,Dorchester County,09,Mace's Lane Middle School,0707
2025,SWD,9.9,46,465,Dorchester County,09,Mace's Lane Middle School,0707
2025,Homeless,≤ 5.0,*,465,Dorchester County,09,Mace's Lane Middle School,0707
2025,ADA 504,5.4,22,411,Dorchester County,09,North Dorchester Middle School,0208
2025,Eco Disadv,58.2,239,411,Dorchester County,09,North Dorchester Middle School,0208
2025,FARMS,59.4,244,411,Dorchester County,09,North Dorchester Middle School,0208
2025,ML,≤ 5.0,*,411,Dorchester County,09,North Dorchester Middle School,0208
2025,SWD,10.9,45,411,Dorchester County,09,North Dorchester Middle School,0208
2025,Homeless,*,*,411,Dorchester County,09,North Dorchester Middle School,0208
2025,Military,*,*,411,Dorchester County,09,North Dorchester Middle School,0208
2025,ADA 504,5.5,43,788,Dorchester County,09,Cambridge-South Dorchester High School,0713
2025,Eco Disadv,73.5,579,788,Dorchester County,09,Cambridge-South Dorchester High School,0713
2025,FARMS,75.5,595,788,Dorchester County,09,Cambridge-South Dorchester High School,0713
2025,ML,6.0,47,788,Dorchester County,09,Cambridge-South Dorchester High School,0713
2025,Migrant,*,*,788,Dorchester County,09,Cambridge-South Dorchester High School,0713
2025,SWD,8.8,69,788,Dorchester County,09,Cambridge-South Dorchester High School,0713
2025,Homeless,≤ 5.0,*,788,Dorchester County,09,Cambridge-South Dorchester High School,0713
2025,ADA 504,9.1,47,515,Dorchester County,09,North Dorchester High School,0207
2025,Eco Disadv,54.2,279,515,Dorchester County,09,North Dorchester High School,0207
2025,FARMS,56.3,290,515,Dorchester County,09,North Dorchester High School,0207
2025,ML,≤ 5.0,*,515,Dorchester County,09,North Dorchester High School,0207
2025,SWD,5.8,30,515,Dorchester County,09,North Dorchester High School,0207
2025,Homeless,*,*,515,Dorchester County,09,North Dorchester High School,0207
2025,Foster Care,*,*,515,Dorchester County,09,North Dorchester High School,0207
2025,ADA 504,≤ 5.0,*,314,Kent County,14,Galena Elementary School,0105
2025,Eco Disadv,49.4,155,314,Kent County,14,Galena Elementary School,0105
2025,FARMS,57.6,181,314,Kent County,14,Galena Elementary School,0105
2025,ML,8.0,25,314,Kent County,14,Galena Elementary School,0105
2025,Migrant,*,*,314,Kent County,14,Galena Elementary School,0105
2025,SWD,11.5,36,314,Kent County,14,Galena Elementary School,0105
2025,Title 1,≥ 95.0,*,314,Kent County,14,Galena Elementary School,0105
2025,ADA 504,≤ 5.0,*,327,Kent County,14,H. H. Garnett Elementary,0403
2025,Eco Disadv,66.7,218,327,Kent County,14,H. H. Garnett Elementary,0403
2025,FARMS,73.1,239,327,Kent County,14,H. H. Garnett Elementary,0403
2025,ML,9.5,31,327,Kent County,14,H. H. Garnett Elementary,0403
2025,SWD,10.7,35,327,Kent County,14,H. H. Garnett Elementary,0403
2025,Title 1,≥ 95.0,*,327,Kent County,14,H. H. Garnett Elementary,0403
2025,Homeless,≤ 5.0,*,327,Kent County,14,H. H. Garnett Elementary,0403
2025,ADA 504,*,*,194,Kent County,14,Rock Hall Elementary,0504
2025,Eco Disadv,67.5,131,194,Kent County,14,Rock Hall Elementary,0504
2025,FARMS,75.8,147,194,Kent County,14,Rock Hall Elementary,0504
2025,ML,*,*,194,Kent County,14,Rock Hall Elementary,0504
2025,SWD,16.0,31,194,Kent County,14,Rock Hall Elementary,0504
2025,Title 1,≥ 95.0,*,194,Kent County,14,Rock Hall Elementary,0504
2025,Homeless,7.7,15,194,Kent County,14,Rock Hall Elementary,0504
2025,ADA 504,8.8,32,362,Kent County,14,Kent County Middle School,0402
2025,Eco Disadv,68.2,247,362,Kent County,14,Kent County Middle School,0402
2025,FARMS,74.6,270,362,Kent County,14,Kent County Middle School,0402
2025,ML,7.7,28,362,Kent County,14,Kent County Middle School,0402
2025,Migrant,*,*,362,Kent County,14,Kent County Middle School,0402
2025,SWD,14.1,51,362,Kent County,14,Kent County Middle School,0402
2025,Title 1,≥ 95.0,*,362,Kent County,14,Kent County Middle School,0402
2025,ADA 504,11.3,57,505,Kent County,14,Kent County High,0301
2025,Eco Disadv,59.4,300,505,Kent County,14,Kent County High,0301
2025,FARMS,62.0,313,505,Kent County,14,Kent County High,0301
2025,ML,≤ 5.0,*,505,Kent County,14,Kent County High,0301
2025,Migrant,*,*,505,Kent County,14,Kent County High,0301
2025,SWD,13.5,68,505,Kent County,14,Kent County High,0301
2025,Homeless,≤ 5.0,*,505,Kent County,14,Kent County High,0301
2025,ADA 504,≤ 5.0,*,373,Queen Anne's County,17,Bayside Elementary School,0403
2025,Eco Disadv,22.0,82,373,Queen Anne's County,17,Bayside Elementary School,0403
2025,FARMS,30.3,113,373,Queen Anne's County,17,Bayside Elementary School,0403
2025,ML,5.6,21,373,Queen Anne's County,17,Bayside Elementary School,0403
2025,SWD,12.6,47,373,Queen Anne's County,17,Bayside Elementary School,0403
2025,Homeless,*,*,373,Queen Anne's County,17,Bayside Elementary School,0403
2025,Military,≤ 5.0,*,373,Queen Anne's County,17,Bayside Elementary School,0403
2025,ADA 504,*,*,540,Queen Anne's County,17,Centreville Elementary School,0308
2025,Eco Disadv,26.9,145,540,Queen Anne's County,17,Centreville Elementary School,0308
2025,FARMS,34.6,187,540,Queen Anne's County,17,Centreville Elementary School,0308
2025,ML,≤ 5.0,*,540,Queen Anne's County,17,Centreville Elementary School,0308
2025,SWD,15.7,85,540,Queen Anne's County,17,Centreville Elementary School,0308
2025,Homeless,≤ 5.0,*,540,Queen Anne's County,17,Centreville Elementary School,0308
2025,Foster Care,*,*,540,Queen Anne's County,17,Centreville Elementary School,0308
2025,ADA 504,≤ 5.0,*,338,Queen Anne's County,17,Church Hill Elementary School,0202
2025,Eco Disadv,34.3,116,338,Queen Anne's County,17,Church Hill Elementary School,0202
2025,FARMS,46.4,157,338,Queen Anne's County,17,Church Hill Elementary School,0202
2025,ML,5.9,20,338,Queen Anne's County,17,Church Hill Elementary School,0202
2025,SWD,13.3,45,338,Queen Anne's County,17,Church Hill Elementary School,0202
2025,Title 1,≥ 95.0,*,338,Queen Anne's County,17,Church Hill Elementary School,0202
2025,Homeless,≤ 5.0,*,338,Queen Anne's County,17,Church Hill Elementary School,0202
2025,ADA 504,≤ 5.0,*,489,Queen Anne's County,17,Grasonville Elementary School,0503
2025,Eco Disadv,34.4,168,489,Queen Anne's County,17,Grasonville Elementary School,0503
2025,FARMS,47.9,234,489,Queen Anne's County,17,Grasonville Elementary School,0503
2025,ML,10.2,50,489,Queen Anne's County,17,Grasonville Elementary School,0503
2025,SWD,10.4,51,489,Queen Anne's County,17,Grasonville Elementary School,0503
2025,Title 1,≥ 95.0,*,489,Queen Anne's County,17,Grasonville Elementary School,0503
2025,Homeless,≤ 5.0,*,489,Queen Anne's County,17,Grasonville Elementary School,0503
2025,ADA 504,5.3,25,470,Queen Anne's County,17,Kennard Elementary School,0302
2025,Eco Disadv,27.4,129,470,Queen Anne's County,17,Kennard Elementary School,0302
2025,FARMS,35.1,165,470,Queen Anne's County,17,Kennard Elementary School,0302
2025,ML,≤ 5.0,*,470,Queen Anne's County,17,Kennard Elementary School,0302
2025,Migrant,*,*,470,Queen Anne's County,17,Kennard Elementary School,0302
2025,SWD,11.3,53,470,Queen Anne's County,17,Kennard Elementary School,0302
2025,Homeless,*,*,470,Queen Anne's County,17,Kennard Elementary School,0302
2025,ADA 504,≤ 5.0,*,462,Queen Anne's County,17,Kent Island Elementary School,0402
2025,Eco Disadv,28.6,132,462,Queen Anne's County,17,Kent Island Elementary School,0402
2025,FARMS,35.3,163,462,Queen Anne's County,17,Kent Island Elementary School,0402
2025,ML,≤ 5.0,*,462,Queen Anne's County,17,Kent Island Elementary School,0402
2025,SWD,15.2,70,462,Queen Anne's County,17,Kent Island Elementary School,0402
2025,Homeless,≤ 5.0,*,462,Queen Anne's County,17,Kent Island Elementary School,0402
2025,Military,5.6,26,462,Queen Anne's County,17,Kent Island Elementary School,0402
2025,ADA 504,≤ 5.0,*,472,Queen Anne's County,17,Matapeake Elementary School,0406
2025,Eco Disadv,21.6,102,472,Queen Anne's County,17,Matapeake Elementary School,0406
2025,FARMS,25.4,120,472,Queen Anne's County,17,Matapeake Elementary School,0406
2025,ML,*,*,472,Queen Anne's County,17,Matapeake Elementary School,0406
2025,SWD,9.7,46,472,Queen Anne's County,17,Matapeake Elementary School,0406
2025,Homeless,*,*,472,Queen Anne's County,17,Matapeake Elementary School,0406
2025,Military,≤ 5.0,*,472,Queen Anne's County,17,Matapeake Elementary School,0406
2025,ADA 504,≤ 5.0,*,309,Queen Anne's County,17,Sudlersville Elementary School,0106
2025,Eco Disadv,45.3,140,309,Queen Anne's County,17,Sudlersville Elementary School,0106
2025,FARMS,68.0,210,309,Queen Anne's County,17,Sudlersville Elementary School,0106
2025,ML,26.2,81,309,Queen Anne's County,17,Sudlersville Elementary School,0106
2025,Migrant,≤ 5.0,*,309,Queen Anne's County,17,Sudlersville Elementary School,0106
2025,SWD,13.6,42,309,Queen Anne's County,17,Sudlersville Elementary School,0106
2025,Title 1,≥ 95.0,*,309,Queen Anne's County,17,Sudlersville Elementary School,0106
2025,ADA 504,9.8,43,439,Queen Anne's County,17,Sudlersville Middle School,0101
2025,Eco Disadv,39.4,173,439,Queen Anne's County,17,Sudlersville Middle School,0101
2025,FARMS,57.6,253,439,Queen Anne's County,17,Sudlersville Middle School,0101
2025,ML,12.1,53,439,Queen Anne's County,17,Sudlersville Middle School,0101
2025,Migrant,*,*,439,Queen Anne's County,17,Sudlersville Middle School,0101
2025,SWD,16.2,71,439,Queen Anne's County,17,Sudlersville Middle School,0101
2025,Title 1,≥ 95.0,*,439,Queen Anne's County,17,Sudlersville Middle School,0101
2025,ADA 504,8.3,42,507,Queen Anne's County,17,Centreville Middle School,0303
2025,Eco Disadv,25.0,127,507,Queen Anne's County,17,Centreville Middle School,0303
2025,FARMS,34.3,174,507,Queen Anne's County,17,Centreville Middle School,0303
2025,ML,≤ 5.0,*,507,Queen Anne's County,17,Centreville Middle School,0303
2025,SWD,9.5,48,507,Queen Anne's County,17,Centreville Middle School,0303
2025,Homeless,≤ 5.0,*,507,Queen Anne's County,17,Centreville Middle School,0303
2025,Foster Care,*,*,507,Queen Anne's County,17,Centreville Middle School,0303
2025,ADA 504,12.9,46,356,Queen Anne's County,17,Matapeake Middle School,0407
2025,Eco Disadv,25.3,90,356,Queen Anne's County,17,Matapeake Middle School,0407
2025,FARMS,31.2,111,356,Queen Anne's County,17,Matapeake Middle School,0407
2025,ML,*,*,356,Queen Anne's County,17,Matapeake Middle School,0407
2025,SWD,8.7,31,356,Queen Anne's County,17,Matapeake Middle School,0407
2025,Homeless,*,*,356,Queen Anne's County,17,Matapeake Middle School,0407
2025,Military,≤ 5.0,*,356,Queen Anne's County,17,Matapeake Middle School,0407
2025,ADA 504,11.1,51,460,Queen Anne's County,17,Stevensville Middle School,0404
2025,Eco Disadv,27.2,125,460,Queen Anne's County,17,Stevensville Middle School,0404
2025,FARMS,38.5,177,460,Queen Anne's County,17,Stevensville Middle School,0404
2025,ML,6.5,30,460,Queen Anne's County,17,Stevensville Middle School,0404
2025,SWD,10.9,50,460,Queen Anne's County,17,Stevensville Middle School,0404
2025,Homeless,≤ 5.0,*,460,Queen Anne's County,17,Stevensville Middle School,0404
2025,Military,≤ 5.0,*,460,Queen Anne's County,17,Stevensville Middle School,0404
2025,ADA 504,13.5,156,1152,Queen Anne's County,17,Kent Island High School,0405
2025,Eco Disadv,24.1,278,1152,Queen Anne's County,17,Kent Island High School,0405
2025,FARMS,30.8,355,1152,Queen Anne's County,17,Kent Island High School,0405
2025,ML,≤ 5.0,*,1152,Queen Anne's County,17,Kent Island High School,0405
2025,SWD,7.5,86,1152,Queen Anne's County,17,Kent Island High School,0405
2025,Homeless,≤ 5.0,*,1152,Queen Anne's County,17,Kent Island High School,0405
2025,Foster Care,*,*,1152,Queen Anne's County,17,Kent Island High School,0405
2025,ADA 504,7.4,84,1138,Queen Anne's County,17,Queen Anne's County High School,0301
2025,Eco Disadv,30.5,347,1138,Queen Anne's County,17,Queen Anne's County High School,0301
2025,FARMS,40.2,458,1138,Queen Anne's County,17,Queen Anne's County High School,0301
2025,ML,≤ 5.0,*,1138,Queen Anne's County,17,Queen Anne's County High School,0301
2025,Migrant,*,*,1138,Queen Anne's County,17,Queen Anne's County High School,0301
2025,SWD,9.5,108,1138,Queen Anne's County,17,Queen Anne's County High School,0301
2025,Homeless,≤ 5.0,*,1138,Queen Anne's County,17,Queen Anne's County High School,0301
2025,ADA 504,5.2,19,367,Talbot County,20,Chapel District Elementary,0401
2025,Eco Disadv,35.7,131,367,Talbot County,20,Chapel District Elementary,0401
2025,FARMS,42.0,154,367,Talbot County,20,Chapel District Elementary,0401
2025,ML,6.0,22,367,Talbot County,20,Chapel District Elementary,0401
2025,Migrant,*,*,367,Talbot County,20,Chapel District Elementary,0401
2025,SWD,12.3,45,367,Talbot County,20,Chapel District Elementary,0401
2025,Title 1,22.6,83,367,Talbot County,20,Chapel District Elementary,0401
2025,ADA 504,≤ 5.0,*,1085,Talbot County,20,Easton Elementary,0104
2025,Eco Disadv,60.8,660,1085,Talbot County,20,Easton Elementary,0104
2025,FARMS,74.9,813,1085,Talbot County,20,Easton Elementary,0104
2025,ML,30.1,327,1085,Talbot County,20,Easton Elementary,0104
2025,SWD,13.1,142,1085,Talbot County,20,Easton Elementary,0104
2025,Title 1,≥ 95.0,*,1085,Talbot County,20,Easton Elementary,0104
2025,Homeless,7.2,78,1085,Talbot County,20,Easton Elementary,0104
2025,ADA 504,8.9,29,327,Talbot County,20,St. Michaels Elementary,0204
2025,Eco Disadv,43.4,142,327,Talbot County,20,St. Michaels Elementary,0204
2025,FARMS,48.0,157,327,Talbot County,20,St. Michaels Elementary,0204
2025,ML,≤ 5.0,*,327,Talbot County,20,St. Michaels Elementary,0204
2025,SWD,16.5,54,327,Talbot County,20,St. Michaels Elementary,0204
2025,Title 1,≥ 95.0,*,327,Talbot County,20,St. Michaels Elementary,0204
2025,Homeless,*,*,327,Talbot County,20,St. Michaels Elementary,0204
2025,ADA 504,*,*,101,Talbot County,20,Tilghman Elementary,0501
2025,Eco Disadv,58.4,59,101,Talbot County,20,Tilghman Elementary,0501
2025,FARMS,63.4,64,101,Talbot County,20,Tilghman Elementary,0501
2025,ML,*,*,101,Talbot County,20,Tilghman Elementary,0501
2025,SWD,13.9,14,101,Talbot County,20,Tilghman Elementary,0501
2025,Title 1,27.7,28,101,Talbot County,20,Tilghman Elementary,0501
2025,Homeless,*,*,101,Talbot County,20,Tilghman Elementary,0501
2025,ADA 504,≤ 5.0,*,285,Talbot County,20,White Marsh Elementary,0302
2025,Eco Disadv,46.3,132,285,Talbot County,20,White Marsh Elementary,0302
2025,FARMS,56.1,160,285,Talbot County,20,White Marsh Elementary,0302
2025,ML,11.6,33,285,Talbot County,20,White Marsh Elementary,0302
2025,SWD,7.7,22,285,Talbot County,20,White Marsh Elementary,0302
2025,Title 1,≥ 95.0,*,285,Talbot County,20,White Marsh Elementary,0302
2025,Homeless,5.3,15,285,Talbot County,20,White Marsh Elementary,0302
2025,ADA 504,8.0,56,698,Talbot County,20,Easton Middle,0106
2025,Eco Disadv,54.7,382,698,Talbot County,20,Easton Middle,0106
2025,FARMS,67.8,473,698,Talbot County,20,Easton Middle,0106
2025,ML,15.8,110,698,Talbot County,20,Easton Middle,0106
2025,SWD,13.3,93,698,Talbot County,20,Easton Middle,0106
2025,Homeless,5.6,39,698,Talbot County,20,Easton Middle,0106
2025,Foster Care,*,*,698,Talbot County,20,Easton Middle,0106
2025,ADA 504,12.7,56,440,Talbot County,20,St. Michaels Middle/High School,0202
2025,Eco Disadv,41.6,183,440,Talbot County,20,St. Michaels Middle/High School,0202
2025,FARMS,46.4,204,440,Talbot County,20,St. Michaels Middle/High School,0202
2025,ML,≤ 5.0,*,440,Talbot County,20,St. Michaels Middle/High School,0202
2025,SWD,10.2,45,440,Talbot County,20,St. Michaels Middle/High School,0202
2025,Homeless,*,*,440,Talbot County,20,St. Michaels Middle/High School,0202
2025,Military,*,*,440,Talbot County,20,St. Michaels Middle/High School,0202
2025,ADA 504,8.7,102,1171,Talbot County,20,Easton High,0101
2025,Eco Disadv,47.6,557,1171,Talbot County,20,Easton High,0101
2025,FARMS,58.4,684,1171,Talbot County,20,Easton High,0101
2025,ML,13.7,161,1171,Talbot County,20,Easton High,0101
2025,SWD,8.8,103,1171,Talbot County,20,Easton High,0101
2025,Homeless,6.7,78,1171,Talbot County,20,Easton High,0101
2025,Foster Care,*,*,1171,Talbot County,20,Easton High,0101
